Customer Name,Customer Mail ID,,Date and Time,Server Name,Server EMPID,Customer Age,Dining Preference,Room Preference,Sports Activity,Wellness,Pricing Pattern
Anna Anderson,deborah88@gmail.com,,11-02-2024 18:00,Patty,EMP5654,28,No,Suite,Yes,Pool,High
Joseph Estrada,janicereed@hotmail.com,,24-04-2024 22:56,Lisa,EMP7365,24,No,Deluxe,Yes,Gym,High
Leah Carroll,dwilson@taylor.com,,03-10-2024 19:55,Erin,EMP2338,63,No,Deluxe,Yes,Spa,Low
Charles Flores,rlowery@diaz.info,,09-07-2024 21:01,Jessica,EMP5059,31,Yes,Standard,Yes,Pool,Medium
Alyssa Nguyen,walkerjustin@gmail.com,,03-03-2024 15:49,Courtney,EMP8949,49,No,Suite,No,Spa,Medium
Jennifer Buchanan,clayton83@hotmail.com,,10-04-2024 00:12,Tracy,EMP8414,47,Yes,Standard,Yes,Spa,High
Michael Daniel,youngcharles@gmail.com,,19-09-2024 13:23,Caitlin,EMP6074,64,No,Deluxe,Yes,Gym,Low
Devin Ray DDS,ilindsey@hotmail.com,,24-09-2024 12:09,Veronica,EMP2741,44,No,Standard,Yes,Gym,High
John Smith,johnhernandez@morse.com,,20-09-2024 08:38,Bryan,EMP4257,56,Yes,Standard,No,Spa,Medium
Jacob Anderson,nichole77@hotmail.com,,08-04-2024 03:57,Jeffrey,EMP8138,65,No,Deluxe,No,Gym,Low
Lorraine Ortiz,bjohnson@yahoo.com,,27-03-2024 10:10,Timothy,EMP9541,71,No,Suite,No,Pool,Low
Jordan Medina,taylorbrittany@yahoo.com,,26-08-2024 14:38,Denise,EMP2357,56,No,Standard,Yes,Gym,Low
Christopher Gonzalez,benjaminbaird@hotmail.com,,31-10-2024 03:26,Kathleen,EMP8095,36,Yes,Deluxe,Yes,Gym,Low
Mr. Bryan Jimenez,brentnicholson@yahoo.com,,03-09-2024 23:37,Jody,EMP3020,69,Yes,Standard,No,Pool,High
Erik Torres,johnwalker@sexton-west.org,,29-12-2023 05:26,Cheryl,EMP7767,22,No,Suite,No,Spa,High
Robert Hodges,joneskenneth@hotmail.com,,16-01-2024 11:11,Christopher,EMP9467,58,Yes,Standard,No,Gym,Low
Jennifer Skinner DDS,yhill@yahoo.com,,01-02-2024 18:05,Megan,EMP1730,57,Yes,Deluxe,No,Gym,Low
Amy Becker,joshua69@gmail.com,,01-06-2024 04:43,Sarah,EMP8495,47,No,Suite,Yes,Pool,Medium
David Gonzalez,ksmith@hotmail.com,,23-10-2024 01:15,Nicole,EMP1199,35,No,Deluxe,Yes,Spa,High
Zachary Byrd,nhayes@arellano-allen.org,,06-05-2024 21:06,Noah,EMP2790,24,Yes,Standard,Yes,Pool,Low
Karen Williams,amanda09@yahoo.com,,15-11-2024 17:48,Jacob,EMP5049,58,Yes,Deluxe,No,Spa,High
John Berg,martinezlisa@yahoo.com,,25-12-2023 01:27,Krystal,EMP8011,80,No,Deluxe,Yes,Pool,Low
Paul Gomez,walshmargaret@yahoo.com,,16-10-2024 10:02,Brian,EMP2287,33,Yes,Suite,Yes,Pool,Low
Virginia Obrien,david15@gmail.com,,08-12-2024 06:23,Susan,EMP3506,43,Yes,Suite,No,Spa,Low
Jeanne Delgado,fevans@martin.biz,,25-08-2024 21:51,James,EMP2515,71,Yes,Deluxe,Yes,Gym,High
Daniel Waters,michealadkins@gmail.com,,23-01-2024 21:34,Erin,EMP1237,24,Yes,Deluxe,Yes,Spa,Low
Adam Taylor,ytrujillo@gmail.com,,08-04-2024 12:18,Amy,EMP5974,29,Yes,Deluxe,Yes,Spa,Medium
Carrie Harris,harrisonnicholas@parker.org,,25-11-2024 12:22,Maria,EMP3204,66,Yes,Deluxe,No,Pool,Medium
Jessica Palmer,hjames@hotmail.com,,09-12-2024 09:13,Amber,EMP6767,73,Yes,Suite,No,Pool,Low
Justin Thompson,burkejohn@hudson-lyons.info,,20-07-2024 05:14,Carrie,EMP1088,52,Yes,Standard,Yes,Pool,Medium
Pamela Moore,joshuajames@salinas.info,,08-11-2024 22:56,Cassandra,EMP9215,60,Yes,Standard,No,Pool,Medium
Troy Morrison,lisajones@banks-good.biz,,15-09-2024 03:21,James,EMP2907,19,Yes,Suite,No,Spa,Medium
Ms. Denise Gonzalez DDS,fchen@hotmail.com,,26-02-2024 00:22,Christy,EMP3483,19,Yes,Suite,Yes,Gym,High
Leslie Davis,janicewalsh@cannon-banks.org,,04-01-2024 17:58,Brian,EMP5177,69,No,Suite,No,Pool,Low
Patricia Warren,arthurharrison@hotmail.com,,12-12-2024 19:50,Vickie,EMP2858,74,Yes,Deluxe,No,Gym,Medium
Phillip Richardson,fcollins@hotmail.com,,28-02-2024 23:57,Katelyn,EMP1053,66,No,Deluxe,No,Pool,Low
William Cox,melanieduran@torres.com,,23-02-2024 22:00,Jason,EMP2207,44,Yes,Deluxe,Yes,Pool,Medium
Brian Medina,miahuynh@yahoo.com,,11-06-2024 14:28,Joseph,EMP1942,39,Yes,Standard,No,Pool,Low
Shaun Brown,dukederrick@gmail.com,,13-08-2024 06:51,Devin,EMP7792,55,No,Deluxe,No,Pool,High
Alexander Barnett,alvinshaw@walker.com,,11-05-2024 00:11,Catherine,EMP1639,18,Yes,Standard,No,Gym,Low
Alexander Diaz,garciaandrew@gmail.com,,29-10-2024 18:47,Jasmine,EMP5142,44,No,Suite,No,Spa,Low
George Lopez,mikayla48@hogan.com,,20-12-2023 12:20,Mary,EMP8598,45,Yes,Deluxe,Yes,Spa,Low
Nicholas Rice,heatherlee@allen.com,,17-02-2024 08:03,Samantha,EMP9059,27,No,Suite,Yes,Gym,Medium
Carolyn Young,hollyriley@gmail.com,,10-06-2024 04:51,Sarah,EMP3537,48,No,Suite,Yes,Spa,High
Jose Kelly,kaitlyn84@williams.com,,24-03-2024 17:57,Andrea,EMP8560,38,No,Suite,No,Pool,Medium
Scott Gallegos,ericamacias@hotmail.com,,11-04-2024 03:36,Brian,EMP5306,42,Yes,Deluxe,Yes,Pool,Low
Joel Figueroa,fmoore@hotmail.com,,23-08-2024 20:23,Brian,EMP4649,53,No,Standard,No,Gym,High
Kathy Ramirez,lisa24@barton.org,,04-06-2024 19:29,Dorothy,EMP8595,42,Yes,Standard,Yes,Gym,High
Tyler Schwartz,twolf@hotmail.com,,20-08-2024 13:24,Amanda,EMP6078,73,Yes,Suite,No,Pool,High
James Oconnor,diane12@hernandez.com,,22-11-2024 20:11,Matthew,EMP1778,76,No,Standard,No,Pool,High
Deborah Moreno,johnhanson@villa.com,,29-10-2024 08:02,Natasha,EMP8671,65,Yes,Standard,No,Spa,High
Chelsea Anderson,kaitlynsmith@simon.com,,04-06-2024 16:20,Katherine,EMP2528,38,No,Deluxe,No,Spa,Medium
William Wheeler,toddharris@dunn.com,,11-10-2024 00:44,Emily,EMP9902,60,Yes,Standard,Yes,Gym,Low
Robert Johnson,vswanson@yahoo.com,,30-08-2024 16:02,Robert,EMP7032,39,No,Deluxe,Yes,Gym,Low
Damon Hughes,stokesamy@vaughn.com,,01-10-2024 02:31,Timothy,EMP6970,68,No,Suite,No,Gym,Medium
Crystal Cunningham,marcia60@murray-stone.com,,23-05-2024 13:42,Jeremy,EMP3530,27,No,Standard,No,Pool,High
Katherine Vance,angelabrown@johnson.org,,25-05-2024 16:51,Jesse,EMP3079,76,No,Deluxe,Yes,Spa,High
Andrew Curry,haley70@marquez-johnson.biz,,30-06-2024 17:39,Alexandria,EMP7354,57,No,Deluxe,Yes,Pool,Medium
Daniel Evans,joneskeith@carlson.com,,14-04-2024 13:49,Jesse,EMP1510,70,No,Standard,Yes,Pool,Low
Kayla Greene,butlermichelle@jones-snyder.com,,07-02-2024 01:45,Bradley,EMP3582,43,No,Suite,No,Gym,Medium
Zachary Stone,gfernandez@flores.com,,30-08-2024 09:59,Helen,EMP3758,54,Yes,Deluxe,Yes,Spa,Low
Jacob York,andrewselizabeth@yahoo.com,,14-01-2024 13:20,Keith,EMP3303,33,No,Suite,Yes,Pool,Medium
Joseph Thompson,stephanieflores@yahoo.com,,09-07-2024 09:29,Jesus,EMP1044,63,Yes,Deluxe,Yes,Spa,Medium
Stephen Hahn,kennedymary@tanner.com,,17-11-2024 12:07,Aimee,EMP7677,37,No,Deluxe,No,Spa,Low
Brian Boyd DDS,kstephens@pacheco.com,,14-12-2024 05:58,Katrina,EMP4278,51,No,Standard,Yes,Gym,High
Barbara James,rlopez@yahoo.com,,26-06-2024 06:17,Ashley,EMP5047,59,Yes,Suite,No,Gym,Low
Justin Ruiz,jacquelinepadilla@yahoo.com,,02-04-2024 12:58,David,EMP8041,68,Yes,Suite,No,Gym,High
Donald Perez,sabrinaanderson@hotmail.com,,05-07-2024 10:23,Karen,EMP1199,19,No,Standard,No,Pool,Low
Sheri Wright,nicoleperez@taylor-pittman.biz,,01-07-2024 00:38,Michael,EMP2780,74,Yes,Suite,No,Spa,Medium
Edward Chen,kevin26@knight.com,,04-04-2024 03:39,Daniel,EMP8135,50,Yes,Standard,No,Spa,Low
Martha Smith,riverasusan@mcmillan.com,,10-01-2024 07:07,Lauren,EMP4494,66,No,Standard,Yes,Spa,High
Eric Brown,timothy22@hotmail.com,,07-09-2024 10:36,Brittney,EMP3666,78,Yes,Deluxe,Yes,Pool,High
Ross Robertson,fjones@yahoo.com,,24-01-2024 15:51,David,EMP9415,55,No,Deluxe,No,Gym,Medium
Erin Stevens,david26@miller.com,,13-09-2024 13:44,Michael,EMP4012,46,No,Standard,Yes,Spa,Medium
Jennifer Gamble,darcher@bennett.net,,12-09-2024 20:34,Leslie,EMP9361,21,No,Standard,Yes,Spa,Low
Ann Wall,jeffrey98@hotmail.com,,04-11-2024 17:43,Douglas,EMP5331,42,No,Suite,Yes,Gym,Medium
Roy Ross,britter@terry.info,,08-03-2024 08:14,George,EMP9195,57,Yes,Standard,Yes,Spa,High
Ruth Martin,hollygentry@yahoo.com,,09-03-2024 08:33,Kyle,EMP7806,25,Yes,Deluxe,No,Gym,High
Natasha Stevens,ronnie53@torres.com,,15-06-2024 14:36,Melanie,EMP7489,60,No,Standard,Yes,Pool,Medium
Shannon Martin,pjimenez@gmail.com,,02-08-2024 19:56,Karen,EMP9266,45,No,Deluxe,No,Spa,High
Lee Harvey DDS,rosejames@price.net,,11-08-2024 06:28,Morgan,EMP4231,50,No,Deluxe,Yes,Pool,Low
Erik Brown,jcurtis@gmail.com,,26-02-2024 12:51,Karen,EMP1818,47,No,Standard,No,Gym,Medium
Richard Myers,emmamcguire@gmail.com,,06-09-2024 16:31,Lauren,EMP6195,35,No,Suite,No,Spa,High
Phillip Oconnor,tina82@gmail.com,,20-02-2024 15:26,Justin,EMP5373,18,No,Deluxe,Yes,Gym,Medium
Thomas Arnold,linda35@hotmail.com,,03-12-2024 19:53,Timothy,EMP5178,63,No,Standard,No,Spa,Low
Shirley Smith,ihancock@clark.com,,13-08-2024 05:20,Julie,EMP9799,39,Yes,Deluxe,Yes,Pool,Medium
Ryan Huynh II,walkercarly@ross.info,,17-06-2024 18:13,Steven,EMP7988,24,Yes,Standard,No,Pool,Low
Kerry Raymond,georgebutler@kent-baker.info,,18-04-2024 05:10,Michele,EMP1987,73,No,Deluxe,No,Spa,Low
Cynthia Moreno,savagefrank@yahoo.com,,14-06-2024 01:43,Laura,EMP3461,43,No,Standard,No,Spa,Low
Ryan Cunningham,osilva@freeman.org,,01-05-2024 08:30,Albert,EMP4117,67,No,Standard,No,Gym,Low
Samuel Mcbride,andrea66@hotmail.com,,15-02-2024 11:41,Stephen,EMP7318,21,No,Deluxe,Yes,Pool,Medium
Charlotte Carpenter,jlawrence@delgado.com,,03-11-2024 22:43,Kimberly,EMP6660,52,No,Suite,Yes,Gym,Low
Mr. Martin Lutz,hartallison@gmail.com,,20-01-2024 23:15,Michael,EMP1775,21,No,Standard,Yes,Spa,Medium
Angela Briggs,markcross@gmail.com,,11-10-2024 04:19,Jenny,EMP2334,44,Yes,Deluxe,No,Gym,Medium
Christine Ward,foleydaniel@yahoo.com,,13-09-2024 04:08,Gary,EMP7934,77,No,Suite,No,Pool,High
Mark Carter,samueldickerson@howell.net,,22-12-2023 11:08,Jennifer,EMP1503,37,Yes,Deluxe,No,Pool,High
Karen Hill,brian81@yahoo.com,,12-02-2024 21:25,Steven,EMP6021,37,Yes,Suite,Yes,Spa,Medium
James Clark,doughertyandrew@gmail.com,,23-09-2024 09:35,Lisa,EMP2166,59,Yes,Deluxe,No,Gym,Low
Desiree Hammond,williamslauren@johnson-fisher.com,,18-10-2024 01:49,Garrett,EMP9351,54,Yes,Standard,No,Gym,High
Andrea Spencer,jmoore@mooney.org,,01-08-2024 09:15,Richard,EMP1050,35,Yes,Deluxe,Yes,Spa,Low
Ryan Jones,petersenmichelle@yahoo.com,,13-12-2024 07:56,Derek,EMP4519,27,No,Deluxe,Yes,Pool,Medium
Mrs. Hannah Austin,patrick12@lewis.com,,27-09-2024 13:25,Stacey,EMP7339,36,No,Deluxe,Yes,Pool,Medium
Dustin Rodriguez,rjenkins@yahoo.com,,22-10-2024 21:25,Nancy,EMP9806,53,No,Standard,Yes,Spa,High
Raymond Jones,russelljillian@bridges-taylor.com,,01-08-2024 16:08,Jacob,EMP3902,69,No,Suite,Yes,Gym,Medium
William Booker,lbryant@smith-king.com,,21-05-2024 09:29,Tina,EMP4520,31,Yes,Standard,Yes,Pool,Low
Briana Dyer,dakota66@gmail.com,,21-05-2024 23:04,Richard,EMP7698,51,Yes,Standard,No,Spa,Low
Michael Zimmerman,morgandonna@collins.com,,21-04-2024 17:18,Frank,EMP1608,58,No,Suite,No,Gym,Medium
Donald Kelly,fosterstephen@allen.com,,28-01-2024 14:06,Jeremy,EMP4178,56,No,Standard,No,Gym,Low
Traci Jones,scott01@green.com,,28-09-2024 16:49,Tara,EMP3658,44,Yes,Suite,Yes,Gym,Low
Daniel Weeks,frank59@gmail.com,,30-09-2024 06:19,Angela,EMP9012,22,Yes,Suite,Yes,Spa,Medium
Diana Snyder,john15@webster.biz,,25-03-2024 00:49,Peter,EMP7156,21,No,Deluxe,Yes,Spa,Medium
Clinton Lynn,erin29@yahoo.com,,09-05-2024 20:43,Amber,EMP6076,77,No,Standard,No,Pool,Medium
Jennifer Bryan,speterson@bennett.net,,12-09-2024 05:11,Douglas,EMP4636,53,No,Standard,Yes,Pool,Low
John Vargas,maryflores@alvarez.com,,26-01-2024 23:51,Catherine,EMP6633,29,Yes,Suite,No,Gym,Low
Rhonda Wade,rschneider@cox-khan.org,,04-05-2024 10:44,Timothy,EMP8723,56,Yes,Deluxe,Yes,Spa,Low
Matthew Ayala,rfreeman@singh.com,,10-01-2024 19:13,Nicole,EMP7981,77,No,Standard,Yes,Spa,High
Robert Mason,tonygraves@yahoo.com,,10-11-2024 06:01,Richard,EMP2114,34,Yes,Standard,No,Gym,Low
Angel Mitchell,lisa63@rodriguez.com,,03-11-2024 07:09,Erica,EMP3484,26,Yes,Deluxe,Yes,Pool,Low
Cassie Jackson,erinford@moore.info,,30-11-2024 13:53,Lisa,EMP7891,19,Yes,Deluxe,Yes,Gym,High
Paige Griffin,tylerschwartz@gmail.com,,15-10-2024 23:45,Amy,EMP7280,56,Yes,Suite,Yes,Spa,Medium
Melissa Taylor,moorelawrence@hotmail.com,,23-06-2024 03:22,Laurie,EMP5205,51,No,Suite,No,Pool,Low
Julie Miller,cindy66@holloway.info,,26-11-2024 06:58,Shelby,EMP5809,53,Yes,Suite,No,Gym,Medium
Olivia Larson,brownrussell@hotmail.com,,23-03-2024 07:59,James,EMP2512,45,No,Deluxe,No,Pool,Medium
Renee Sullivan,ljones@gmail.com,,31-12-2023 02:56,Jennifer,EMP5367,58,Yes,Standard,Yes,Spa,Medium
Mark Johnson,hahnmaria@hotmail.com,,06-02-2024 21:26,Kyle,EMP9354,40,Yes,Deluxe,Yes,Spa,High
Craig Gray,oliviareynolds@yahoo.com,,18-07-2024 14:58,Jessica,EMP1560,62,No,Deluxe,Yes,Pool,Low
Linda Avila,gibsonjoshua@gmail.com,,28-10-2024 14:20,Albert,EMP3640,24,Yes,Suite,Yes,Spa,High
David Jennings,hlee@austin-salas.com,,04-08-2024 17:41,John,EMP2699,71,No,Standard,Yes,Spa,High
Gina Young,gclark@gmail.com,,02-10-2024 19:09,Matthew,EMP6346,41,Yes,Suite,No,Gym,Medium
Jill Jones,rnicholson@yahoo.com,,02-03-2024 20:34,Marc,EMP5195,51,No,Suite,Yes,Pool,Low
Martin Santiago,jeremyosborne@blevins.com,,24-07-2024 16:45,Tracy,EMP3418,23,No,Suite,No,Gym,Medium
Joshua Myers,dgonzalez@gmail.com,,07-05-2024 21:13,Chase,EMP2952,50,Yes,Standard,Yes,Pool,High
Hailey Mckenzie,adriana61@lopez.com,,14-06-2024 18:11,Kevin,EMP2319,22,Yes,Deluxe,Yes,Gym,High
Michael Cox,paul02@gmail.com,,19-05-2024 17:38,Christopher,EMP6367,63,Yes,Suite,Yes,Spa,Medium
Olivia Smith,kelseyortiz@lam.net,,13-05-2024 17:41,Dawn,EMP3151,68,No,Suite,No,Pool,High
Erin Woods,washingtondavid@castillo.info,,06-07-2024 19:52,Kim,EMP4087,46,No,Deluxe,No,Gym,Low
John Holland,raymondmurray@hotmail.com,,25-06-2024 22:30,Cynthia,EMP1059,20,Yes,Deluxe,Yes,Spa,Low
Patty Perry,ucook@yahoo.com,,21-10-2024 05:41,Ashley,EMP2607,26,No,Deluxe,Yes,Spa,Medium
Joseph Butler,hdonovan@hotmail.com,,09-05-2024 02:34,Frederick,EMP6076,80,No,Suite,No,Gym,Low
David Yu,tinasherman@reynolds.info,,06-04-2024 02:32,Joseph,EMP3393,78,No,Suite,No,Pool,Medium
Lucas Ochoa,collinsstephanie@gmail.com,,17-10-2024 22:18,Daniel,EMP6226,68,Yes,Deluxe,No,Spa,High
Sheena Lang,terrykenneth@hubbard.net,,01-02-2024 00:47,Bradley,EMP7206,44,Yes,Suite,Yes,Spa,Medium
Richard Frye,vjefferson@yahoo.com,,05-04-2024 11:21,John,EMP5582,21,Yes,Suite,Yes,Pool,Low
Sarah Austin,madison43@lee.com,,06-11-2024 20:36,Stephanie,EMP4815,38,No,Standard,Yes,Pool,Low
Hannah Phillips,mooneymelissa@fritz.com,,21-10-2024 19:51,Cindy,EMP6257,74,No,Suite,Yes,Spa,Low
Crystal Larson,zhogan@reed-foley.net,,24-11-2024 02:06,Kyle,EMP2809,18,No,Standard,No,Spa,Medium
Jonathan Whitehead,preyes@holloway.org,,28-08-2024 12:38,Kyle,EMP6931,51,No,Suite,No,Spa,Low
Ronald Singh,porterlaura@kline-warren.biz,,19-07-2024 22:20,Carol,EMP7200,61,No,Deluxe,No,Pool,Low
John Avery,vrusso@yahoo.com,,17-03-2024 12:34,Robert,EMP3641,42,Yes,Suite,Yes,Spa,Medium
Christina Brown,joseph78@williams.com,,09-06-2024 11:46,Nicholas,EMP3104,67,Yes,Deluxe,Yes,Gym,High
Maureen Daniel,greerwendy@gilbert.com,,03-02-2024 13:38,Ryan,EMP3569,49,Yes,Standard,Yes,Spa,Low
Zachary Long,schmidtryan@hotmail.com,,05-06-2024 21:43,Patricia,EMP7909,23,Yes,Suite,Yes,Spa,High
Patricia Simmons,alexander10@yahoo.com,,11-07-2024 00:13,Jennifer,EMP1285,20,Yes,Deluxe,Yes,Pool,Medium
Jimmy Silva,michelle24@burnett.com,,03-10-2024 15:25,Rachel,EMP9313,42,Yes,Deluxe,Yes,Pool,High
Theresa Welch,joelgarrett@yahoo.com,,28-09-2024 17:44,Jason,EMP5373,73,No,Standard,Yes,Spa,High
Mary Fox,jeffrey46@yahoo.com,,27-07-2024 16:47,Joshua,EMP3844,58,No,Deluxe,Yes,Spa,Low
Karen Krueger,brucebush@hotmail.com,,11-05-2024 10:03,Matthew,EMP2201,47,Yes,Deluxe,Yes,Spa,Low
Frank Gentry,melissamartin@hotmail.com,,04-12-2024 07:28,Annette,EMP6851,44,No,Standard,No,Pool,Low
Brandon Gray,briankennedy@johnson.com,,01-06-2024 16:01,Kayla,EMP5108,79,Yes,Suite,Yes,Spa,Medium
David Meyer,mary19@yahoo.com,,05-11-2024 22:14,Patrick,EMP3643,63,Yes,Deluxe,Yes,Gym,Low
Tyler Mitchell,scottkimberly@yahoo.com,,08-05-2024 00:45,Samuel,EMP1302,60,No,Suite,Yes,Spa,Low
Mark Carter,tiffany68@gmail.com,,09-07-2024 10:52,Linda,EMP6087,39,Yes,Deluxe,Yes,Pool,High
Eric Pena,flewis@velasquez-blake.net,,07-06-2024 12:40,Annette,EMP1282,67,No,Deluxe,Yes,Gym,Medium
Randy Pratt,awhite@reed.info,,18-05-2024 05:34,Austin,EMP1283,41,No,Standard,No,Spa,High
Katherine Hahn,michellejohnson@cunningham-waters.info,,01-03-2024 05:19,Andrew,EMP8567,47,Yes,Deluxe,Yes,Gym,High
Kenneth Bradley,lanedebra@grant.net,,20-01-2024 12:19,Robert,EMP9975,39,No,Suite,Yes,Pool,High
Brittney Lee,rebeccakirby@white.net,,19-08-2024 09:37,Melissa,EMP8908,55,No,Standard,No,Pool,High
Amber Hall,dhansen@gmail.com,,16-08-2024 05:45,Jeffrey,EMP7136,41,Yes,Standard,No,Spa,Low
Kim Nguyen,beth49@carroll-chang.com,,29-12-2023 16:30,Thomas,EMP7407,36,No,Deluxe,Yes,Pool,Medium
Mr. Samuel Martin,davidwilliams@baker.com,,21-07-2024 07:24,Connie,EMP3833,58,No,Standard,No,Spa,Low
Randall Mcmillan,hawkinsjessica@brooks.com,,24-07-2024 00:31,Rachel,EMP4784,57,Yes,Suite,No,Spa,Low
Jasmine Soto,sarareed@yahoo.com,,30-05-2024 21:34,Michael,EMP4047,26,No,Deluxe,Yes,Pool,Medium
Philip Nelson,moranstephen@yahoo.com,,09-11-2024 05:37,Carolyn,EMP2327,61,No,Standard,No,Pool,High
Jamie Johnson,jamescarter@hotmail.com,,28-05-2024 15:40,Julie,EMP6416,58,Yes,Standard,Yes,Spa,Medium
Darlene Brown,jamie89@vincent-mann.org,,25-11-2024 13:20,Timothy,EMP2495,53,No,Suite,Yes,Spa,Low
Tiffany Mccullough,jconner@grant.com,,21-11-2024 00:32,David,EMP1565,63,No,Standard,No,Spa,High
Christopher Bailey,tmcintosh@sanchez.biz,,03-06-2024 07:01,Angela,EMP8609,79,Yes,Standard,No,Pool,Medium
Karen Smith,rjones@tucker.com,,15-03-2024 01:38,Michael,EMP5828,21,No,Deluxe,Yes,Spa,Low
Steve Smith,spencerrobert@ward.com,,11-09-2024 08:45,Ashley,EMP3049,65,No,Standard,No,Gym,Low
Rebecca Robertson,tberry@hall.com,,29-11-2024 19:09,Mark,EMP3138,29,Yes,Deluxe,Yes,Pool,Medium
Kevin Lopez,ian56@smith.net,,15-01-2024 03:55,Katrina,EMP6426,34,Yes,Deluxe,No,Spa,High
Angela Pitts,nwilliams@yahoo.com,,24-01-2024 19:30,Robert,EMP1198,33,Yes,Deluxe,No,Spa,Low
Kevin Smith,currybrian@hotmail.com,,13-07-2024 15:16,Rebecca,EMP6362,21,Yes,Standard,No,Gym,Medium
Deanna Mcdowell,mark12@gmail.com,,26-03-2024 13:44,James,EMP5029,47,No,Standard,No,Gym,High
Katie Roman,kevinmitchell@yahoo.com,,01-07-2024 13:28,Matthew,EMP4649,47,Yes,Deluxe,No,Gym,Medium
Zachary Morris,cliffordmartin@hotmail.com,,07-11-2024 01:04,Lisa,EMP4702,41,Yes,Standard,No,Pool,High
Michael Ellison,spatterson@haley.info,,15-08-2024 12:07,Tracy,EMP2190,71,Yes,Suite,Yes,Gym,Low
Allen Morrison,cruzeric@gmail.com,,26-03-2024 03:58,Kathleen,EMP6663,76,No,Deluxe,No,Pool,Low
Kathleen Rodriguez,thompsontracey@arnold.net,,07-11-2024 10:32,Jason,EMP8002,58,No,Deluxe,No,Spa,High
Amanda Johnson,amy78@compton.com,,09-11-2024 13:22,Jessica,EMP2259,38,Yes,Standard,No,Gym,Low
Susan White,troberts@yahoo.com,,06-11-2024 14:59,Jamie,EMP2040,44,No,Deluxe,Yes,Pool,Low
Kristin Thornton,montoyasean@mullen-lewis.com,,26-01-2024 05:24,Jason,EMP6270,56,Yes,Suite,No,Pool,High
Theresa Moreno,carlsonamanda@gmail.com,,18-07-2024 08:30,Denise,EMP9476,42,No,Standard,Yes,Pool,Medium
Malik Parker,johnsoncarlos@yahoo.com,,18-06-2024 03:16,Stacy,EMP8754,46,Yes,Deluxe,No,Spa,Low
Andrew Turner,melissa80@sawyer.com,,19-03-2024 15:51,Marilyn,EMP4980,59,Yes,Standard,Yes,Pool,High
Christopher Franklin,benjaminbishop@taylor-miller.com,,19-02-2024 18:42,Andrea,EMP4805,56,Yes,Standard,No,Gym,Medium
Edward Walter,xlynch@bowers.com,,25-11-2024 01:21,Nicole,EMP9360,53,Yes,Standard,No,Spa,Medium
Claire Poole,vtucker@harper.com,,28-07-2024 13:37,Brett,EMP3150,52,No,Standard,No,Spa,Low
Michael Taylor,wagnerdanielle@yahoo.com,,23-07-2024 18:01,Robert,EMP6222,70,Yes,Suite,Yes,Gym,High
Joseph Wade,jbrooks@yahoo.com,,06-07-2024 01:08,Olivia,EMP6378,77,No,Standard,Yes,Pool,Low
Christopher White,nixonmichael@jones.com,,06-11-2024 16:14,Erin,EMP6112,33,Yes,Deluxe,Yes,Pool,High
Angela Frank,vmanning@hotmail.com,,21-03-2024 16:51,Michael,EMP5314,23,Yes,Standard,No,Pool,Low
Alicia Jones,larry71@hood-stevens.org,,15-07-2024 09:43,Elizabeth,EMP3851,45,Yes,Suite,Yes,Gym,Medium
William Cortez,jacobcarroll@freeman.info,,13-07-2024 19:32,Toni,EMP2755,71,Yes,Standard,Yes,Pool,High
Ashley Abbott,matthew90@hotmail.com,,23-11-2024 04:39,Jamie,EMP3275,30,No,Standard,Yes,Spa,High
Ashley Smith,williamkennedy@castillo.com,,15-05-2024 00:47,Isabella,EMP6974,60,No,Standard,Yes,Gym,High
Andrew Blake,hayesjames@gmail.com,,26-12-2023 19:47,John,EMP2513,42,No,Deluxe,No,Pool,Low
Angela Paul,ashleyandrade@herrera.biz,,10-01-2024 08:54,Susan,EMP9193,73,No,Standard,Yes,Gym,Low
Donna Snow,julie91@smith-pugh.com,,19-07-2024 10:14,Heather,EMP9939,44,Yes,Standard,No,Gym,Low
Colleen Snyder,susan29@cain-grimes.com,,15-06-2024 01:24,Erin,EMP4672,25,Yes,Suite,Yes,Spa,Low
David Dixon,navarrokaren@yahoo.com,,06-11-2024 14:04,Jack,EMP9652,49,No,Suite,Yes,Gym,Low
Jennifer Neal,colonjulie@morris.com,,14-01-2024 11:07,Joseph,EMP4520,45,Yes,Standard,No,Gym,Medium
David Watkins,jessepetersen@yahoo.com,,14-11-2024 22:40,Patricia,EMP6731,62,Yes,Standard,No,Gym,Low
Theresa Cook,kmooney@lewis-juarez.biz,,19-11-2024 13:43,Lisa,EMP2352,50,No,Suite,Yes,Gym,High
Angela Mitchell,xramos@yahoo.com,,21-11-2024 10:12,Stephanie,EMP1443,52,Yes,Standard,Yes,Spa,High
Carmen Johnson,hillchristopher@smith.com,,05-01-2024 03:19,David,EMP4805,46,Yes,Standard,Yes,Gym,Medium
Tammy Smith,xmiller@anderson.org,,02-04-2024 04:19,Brad,EMP1935,67,Yes,Suite,Yes,Pool,Medium
Amber Williams,robertsonsusan@gmail.com,,12-01-2024 03:09,Thomas,EMP3542,42,Yes,Standard,No,Pool,Low
Jennifer Mcclain,richard79@yahoo.com,,19-10-2024 04:18,Heather,EMP8788,60,No,Deluxe,No,Gym,Medium
Kimberly James,longthomas@yahoo.com,,09-08-2024 07:50,Mark,EMP2818,56,Yes,Deluxe,No,Pool,Medium
